Name,Age,Salary,Company
Aggi,26,20346.52913342769,Amazon
Aggie,70,10966.39391194867,Microsoft
Aggy,71,20246.038086627465,Microsoft
Agna,52,49216.514090215736,Amazon
Agnella,32,29210.499595589506,Apple
Agnes,22,37092.312953959234,Microsoft
Agnese,87,45250.71840370268,Microsoft
Agnesse,40,44701.69278668447,Apple
Agneta,12,17094.63805393165,Microsoft
Agnola,64,48940.65945647977,Amazon
Agretha,92,13658.129755579948,Google
Aida,27,48927.80383849347,Google
Aidan,44,41237.62889209323,Google
Aigneis,32,47611.617861634375,Google
Aila,37,28412.109255487387,Amazon
Aile,31,15478.13993725185,Microsoft
Ailee,19,36283.01746905437,Amazon
Aileen,49,29110.92628102583,Google
Ailene,60,11721.824896632177,Apple
Ailey,19,12380.5088287277,Microsoft
Aili,92,48931.137606239885,Amazon
Ailina,85,44899.1800431046,Google
Ailis,74,34427.08282074901,Google
Ailsun,87,39076.92801747954,Microsoft
Ailyn,90,16463.298792905895,Google
Aime,83,26038.439331278638,Amazon
Aimee,23,25260.682710879508,Apple
Aimil,63,28567.14523312375,Amazon
Aindrea,95,17877.245972215722,Google
Ainslee,11,37263.03027506284,Microsoft
Ainsley,92,23219.47712179392,Google
Ainslie,76,19744.31137467333,Google
Ajay,40,10005.727641270736,Amazon
Alaine,68,41871.767704264945,Apple
Alameda,28,34263.62724383883,Google
Alana,50,38886.42071206182,Apple
Alanah,86,23372.7960563826,Amazon
Alane,42,41659.13613240114,Apple
Alanna,76,30321.346783320856,Google
Alayne,97,11962.455962228114,Amazon
Alberta,41,33675.30002655946,Google
Albertina,24,48173.2398239515,Amazon
Albertine,83,44084.244555274,Amazon
Albina,28,40857.488171455945,Amazon
Alecia,40,44659.83623330545,Apple
Aleda,44,22408.717859989298,Amazon
Aleece,33,27336.17687563606,Apple
Aleen,81,16816.28729835924,Apple
Alejandra,56,36798.2248633977,Amazon
Alejandrina,83,49613.05666794428,Microsoft
Alena,91,33566.35655365646,Amazon
Alene,73,13350.31867251506,Microsoft
Alessandra,14,33547.40951842016,Apple
Aleta,97,34205.10066561887,Apple
Alethea,18,37375.248602947424,Microsoft
Alex,25,38548.31879715412,Microsoft
Alexa,77,13112.474768645925,Google
Alexandra,31,26874.837969649852,Apple
Alexandrina,88,33689.61563491376,Amazon
Alexi,34,13175.93087215696,Amazon
Alexia,70,28514.29768285157,Google
Alexina,65,11753.879294612176,Microsoft
Alexine,44,49060.89449438516,Microsoft
Alexis,57,36145.22713097692,Apple
Alfi,59,12396.16344679677,Apple
Alfie,50,26116.33441556026,Amazon
Alfreda,89,25328.861433898135,Google
Alfy,26,22880.236575056166,Amazon
Ali,24,15386.473224902422,Apple
Alia,39,18390.125000031017,Microsoft
Alica,99,42690.4053423126,Microsoft
Alice,74,14799.906265530028,Google
Alicea,20,17967.50955838068,Apple
Alicia,16,32329.068808656295,Apple
Alida,13,34721.003795783734,Amazon
Alidia,48,19585.25437871442,Google
Alie,76,45683.00784546723,Apple
Alika,54,16016.39676189316,Amazon
Alikee,37,12154.323267319227,Apple
Alina,96,32092.768912767344,Apple
Aline,46,26150.128044535802,Apple
Alis,25,33940.6568009608,Google
Alisa,32,15233.175361987183,Amazon
Alisha,67,24721.428640793114,Google
Alison,53,13724.191588054833,Microsoft
Alissa,23,28705.30564479445,Google
Alisun,44,36202.88285643616,Microsoft
Alix,41,23736.02972517225,Google
Aliza,90,33797.410295488866,Amazon
Alla,21,16003.550198681036,Microsoft
Alleen,41,34025.89671817132,Apple
Allegra,99,24494.816180909133,Google
Allene,88,23595.602051953443,Microsoft
Alli,39,22310.375967927903,Google
Allianora,45,22654.34935710442,Amazon
Allie,16,43724.7297378754,Google
Allina,68,49969.72787761531,Apple
Allis,55,29313.952548901714,Microsoft
Allison,13,12205.018658575564,Apple
Allissa,37,20932.888376946226,Microsoft
Allix,59,47061.8870779419,Amazon
Allsun,55,32428.95903143186,Apple
Allx,77,39138.99829006582,Amazon
Ally,58,43738.24919712365,Google
Allyce,13,17858.22329298808,Amazon
Allyn,83,12804.669382777654,Amazon
Allys,53,37056.18242807021,Apple
Allyson,63,43352.68752424885,Apple
Alma,19,23524.001209150698,Google
Almeda,41,43060.94813945331,Google
Almeria,34,33972.48874196224,Microsoft
Almeta,14,46636.05785076264,Apple
Almira,11,23048.934705035364,Google
Almire,90,16555.625836863743,Microsoft
Aloise,79,34955.54491280799,Apple
Aloisia,13,40095.1110457709,Google
Aloysia,73,43113.650087756505,Google
Alta,26,48307.04023304556,Amazon
Althea,28,40752.38632371898,Google
Alvera,71,18891.452521453273,Apple
Alverta,99,14220.996348521421,Microsoft
Alvina,89,42765.814921600715,Amazon
Alvinia,52,43550.52722424026,Amazon
Alvira,77,20369.041261897433,Apple
Alyce,94,24018.694116973013,Google
Alyda,96,19450.30747642454,Google
Alys,15,10271.571664220552,Amazon
Alysa,47,36807.03431653995,Microsoft
Alyse,66,32372.677948748173,Google
Alysia,49,12030.418993361107,Microsoft
Alyson,19,11804.335733533775,Google
Alyss,24,26049.10652696412,Amazon
Alyssa,16,25133.250349837454,Apple
Amabel,67,29764.80950656472,Apple
Amabelle,60,23342.30443244622,Amazon
Amalea,93,31355.67559331423,Apple
Amalee,11,34669.00039784319,Apple
Amaleta,40,12266.8578643072,Google
Amalia,23,26497.99522569245,Apple
Amalie,78,43270.79054712259,Amazon
Amalita,58,25126.264497858072,Apple
Amalle,32,39395.012371868026,Amazon
Amanda,22,48124.675479318044,Amazon
Amandi,39,46490.72277510399,Google
Amandie,36,49004.68594663705,Microsoft
Amandy,83,37633.51474913902,Microsoft
Amara,99,33783.655449372,Amazon
Amargo,45,13666.664063670914,Google
Amata,67,49022.28099416254,Amazon
Amber,11,12649.757684885422,Google
Amberly,81,15553.20070115155,Apple
Ambur,91,35769.18543495488,Microsoft
Ame,42,45376.19297499432,Microsoft
Amelia,33,34784.88484031068,Amazon
Amelie,90,14382.92056645836,Google
Amelina,63,35087.47806823907,Amazon
Ameline,53,13388.170785260498,Google
Amelita,45,10054.52804726851,Apple
Ami,29,36455.31574002863,Apple
Amie,70,32131.671749425852,Apple
Amii,53,40156.576611777295,Microsoft
Amil,94,43806.89920090913,Apple
Amitie,90,21023.94280984191,Microsoft
Amity,50,11651.866209881675,Apple
Ammamaria,76,31219.571906173605,Apple
Amy,79,27505.771047393853,Microsoft
Amye,54,33955.51469217001,Apple
Ana,17,15682.800771709413,Google
Anabal,86,39366.93689021254,Apple
Anabel,23,31176.180985725885,Google
Anabella,29,16711.034919852966,Amazon
Anabelle,18,22968.41612407043,Amazon
Analiese,86,47620.777777118565,Microsoft
Analise,41,44871.018650117476,Google
Anallese,95,34758.877336488935,Apple
Anallise,55,14315.865037643496,Microsoft
Anastasia,41,37038.19898809494,Google
Anastasie,78,22086.966116113348,Apple
Anastassia,63,22420.56084720737,Microsoft
Anatola,80,12373.849893057786,Google
Andee,59,47371.84049544881,Amazon
Andeee,40,36378.5568285217,Google
Anderea,70,12907.748021959294,Apple
Andi,15,22025.47007952376,Google
Andie,33,14756.967867089475,Microsoft
Andra,22,29489.461810433633,Google
Andrea,66,12816.835153046515,Google
Andreana,20,44031.07187748824,Apple
Andree,13,45476.630319528,Amazon
Andrei,49,25140.398052342585,Google
Andria,91,29605.302679352913,Amazon
Andriana,20,49751.922871166964,Google
Andriette,47,18489.22659649326,Google
Andromache,87,47183.37300952882,Microsoft
Andy,99,48581.79864054762,Google
Anestassia,96,28730.823830705576,Amazon
Anet,16,41785.595670452734,Google
Anett,50,34152.30582049887,Apple
Anetta,57,22699.766201909508,Apple
Anette,45,33601.098461343376,Microsoft
Ange,24,38775.60666862648,Apple
Angel,77,24310.356687975553,Amazon
Angela,34,23952.210483454972,Google
Angele,11,28240.70881388787,Amazon
Angelia,82,10786.988988178811,Amazon
Angelica,28,36114.61818996945,Microsoft
Angelika,10,49423.02351502821,Google
Angelina,55,15283.554136819717,Apple
Angeline,36,30391.997505052088,Apple
Angelique,25,28589.151673923174,Google
Angelita,55,18058.113359148734,Amazon
Angelle,28,18045.32769776049,Apple
Angie,24,47660.29233715554,Amazon
Angil,48,14417.619786463532,Apple
Angy,69,35977.3672080346,Amazon
Ania,55,19616.62365038615,Apple
Anica,54,17569.232103466493,Amazon
Anissa,58,15637.137709790535,Apple
Anita,95,48656.31393776458,Apple
Anitra,22,38321.27516588101,Amazon
Anjanette,16,41685.604819767024,Apple
Anjela,17,17635.220872036145,Google
Ann,35,17564.152168225402,Amazon
Ann-Marie,60,23933.256980806924,Microsoft
Anna,24,40865.60916992699,Amazon
Anna-Diana,53,31722.063926040024,Amazon
Anna-Diane,55,36852.63374486455,Google
Anna-Maria,61,32990.75301233763,Apple
Annabal,91,18102.73552745133,Amazon
Annabel,29,19870.676563815985,Amazon
Annabela,23,22448.084891060644,Google
Annabell,12,24241.342034369987,Apple
Annabella,66,31785.99434869928,Apple
Annabelle,32,47287.70791088469,Apple
Annadiana,85,41406.683776031845,Apple
Annadiane,56,46697.5425824604,Amazon
Annalee,88,19513.751272797792,Microsoft
Annaliese,58,49298.12474655413,Google
Annalise,33,43650.91164821746,Apple
Annamaria,52,12977.269880673377,Apple
Annamarie,25,31241.25582799616,Google
Anne,18,28597.209422448836,Amazon
Anne-Corinne,32,31212.9032777518,Google
Anne-Marie,33,19549.09623554935,Apple
Annecorinne,23,47922.73683958485,Google
Anneliese,35,17243.651037233067,Amazon
Annelise,22,31868.25315493139,Google
Annemarie,32,13197.48380662555,Microsoft
Annetta,27,17941.780808192536,Apple
Annette,89,24837.827707285753,Amazon
Anni,63,34551.62113934665,Apple
Annice,72,29468.489976241908,Amazon
Annie,27,38506.50298696727,Microsoft
Annis,86,10149.67752386129,Amazon
Annissa,60,13203.325778458464,Microsoft
Annmaria,99,44051.7716951349,Microsoft
Annmarie,67,22818.8236404395,Microsoft
Annnora,24,18030.881670957417,Apple
Annora,99,33703.883588581855,Apple
Anny,62,41999.9843185253,Amazon
Anselma,44,46210.014547912986,Microsoft
Ansley,41,16766.385722855382,Google
Anstice,31,45311.31630059308,Microsoft
Anthe,97,22382.040522349518,Apple
Anthea,43,15567.436592611155,Google
Anthia,33,13090.603089116732,Microsoft
Anthiathia,26,23523.8075297811,Apple
Antoinette,75,37411.95251633995,Microsoft
Antonella,93,36260.26223519274,Amazon
Antonetta,41,32913.948721439505,Amazon
Antonia,15,15548.148785959129,Google
Antonie,96,15290.334566085072,Google
Antonietta,30,19404.73256039046,Amazon
Antonina,41,15375.679092120943,Microsoft
Anya,55,22562.196958580214,Amazon
Appolonia,16,34940.927099081484,Apple
April,75,39692.35198513896,Amazon
Aprilette,97,16159.31066562414,Amazon
Ara,55,14717.390601453371,Amazon
Arabel,56,28519.839993603604,Google
Arabela,92,40137.22740217267,Amazon
Arabele,56,33077.2114294076,Apple
Arabella,19,35335.18209018021,Apple
Arabelle,32,24020.49970606624,Amazon
Arda,66,44981.54349910389,Microsoft
Ardath,52,12751.270976823675,Apple
Ardeen,45,30009.059086346562,Apple
Ardelia,53,45492.62520242909,Google
Ardelis,84,45631.02343454464,Google
Ardella,18,11786.858315849127,Google
Ardelle,76,14331.62906604262,Amazon
Arden,29,22338.840953498806,Apple
Ardene,36,46875.00078597432,Amazon
Ardenia,87,29157.612351744367,Microsoft
Ardine,24,30724.07144807316,Amazon
Ardis,23,41847.87418550055,Microsoft
Ardisj,72,41778.55941527673,Google
Ardith,14,18588.89143271198,Amazon
Ardra,37,40353.06288856351,Google
Ardyce,83,10568.58039440121,Microsoft
Ardys,52,43516.99798857863,Apple
Ardyth,20,30548.039167322302,Microsoft
Aretha,10,10378.086568216402,Amazon
Ariadne,57,30324.354247721316,Amazon
Ariana,52,21055.707326048894,Microsoft
Aridatha,15,43019.94372020287,Amazon
Ariel,97,29779.8720122718,Google
Ariela,47,23612.804066322344,Google
Ariella,65,22961.3328665305,Amazon
Arielle,30,18566.656106622846,Google
Arlana,93,38778.496492904036,Apple
Arlee,59,40830.87385508941,Microsoft
Arleen,95,49762.942771963564,Google
Arlen,51,32240.168315276056,Google
Arlena,53,47357.51906167169,Amazon
Arlene,26,48210.90938926415,Amazon
Arleta,97,30164.695688693617,Google
Arlette,87,30737.754521550905,Apple
Arleyne,47,27668.304669215708,Amazon
Arlie,29,30548.479394047958,Amazon
Arliene,93,10044.351130650426,Apple
Arlina,48,27759.58456970703,Amazon
Arlinda,20,33096.528786483716,Apple
Arline,48,26748.077590851983,Microsoft
Arluene,60,15554.747993974084,Google
Arly,71,33848.65154746796,Amazon
Arlyn,23,43530.656152397954,Apple
Arlyne,88,48908.1361914279,Amazon
Aryn,11,42778.212063246516,Microsoft
Ashely,92,41063.34193291972,Microsoft
Ashia,27,41879.99590382095,Amazon
Ashien,12,37112.106103394835,Microsoft
Ashil,92,16266.653907230162,Apple
Ashla,50,13653.318789173072,Microsoft
Ashlan,26,11147.760719789703,Google
Ashlee,44,32287.655387620624,Apple
Ashleigh,43,27432.922433894117,Amazon
Ashlen,32,35479.66303143463,Google
Ashley,47,24372.356817941567,Amazon
Ashli,22,48441.36200393245,Microsoft
Ashlie,26,31141.82413144727,Google
Ashly,38,13240.576885782317,Google
Asia,43,21507.953552651685,Microsoft
Astra,71,13271.598602307493,Apple
Astrid,88,44981.99160736648,Google
Astrix,50,31634.215504887834,Apple
Atalanta,22,27823.18664257724,Apple
Athena,52,22607.584934823477,Apple
Athene,18,40582.61500494463,Amazon
Atlanta,30,42410.57757477953,Apple
Atlante,10,27654.663926101974,Apple
Auberta,94,19317.934204336263,Apple
Aubine,71,19971.88019832305,Microsoft
Aubree,63,43834.65098270019,Apple
Aubrette,43,25359.76521845549,Microsoft
Aubrey,88,21277.31696724902,Microsoft
Aubrie,18,32356.728737670062,Microsoft
Aubry,28,30403.347476610135,Microsoft
Audi,92,42071.01481265564,Microsoft
Audie,60,25675.16729030492,Amazon
Audra,14,27836.409983316582,Microsoft
Audre,83,44729.08013285633,Microsoft
Audrey,46,32362.155967645238,Google
Audrie,16,28395.68933530189,Apple
Audry,27,24445.078971044502,Microsoft
Audrye,80,44323.120286485806,Apple
Audy,59,39193.8241375939,Amazon
Augusta,52,17393.71986565184,Amazon
Auguste,88,43551.516347077006,Google
Augustina,88,45582.21531233856,Apple
Augustine,14,18514.566013271164,Amazon
Aundrea,84,47936.32115129409,Apple
Aura,85,46026.863305064486,Microsoft
Aurea,24,45602.23487302717,Microsoft
Aurel,80,16650.74996317044,Apple
Aurelea,65,25275.2919754865,Microsoft
Aurelia,46,37724.07127221768,Microsoft
Aurelie,25,29512.9458763731,Apple
Auria,95,14126.713226809576,Amazon
Aurie,71,46761.08655401971,Apple
Aurilia,52,47695.581605150175,Amazon
Aurlie,58,26848.319711924665,Amazon
Auroora,44,38814.32977627768,Google
Aurora,63,10603.965079775062,Microsoft
Aurore,16,16208.549734005028,Microsoft
Austin,88,45037.08035824323,Amazon
Austina,61,19318.971909766784,Google
Austine,32,42433.487817235684,Amazon
Ava,76,41999.77600511786,Microsoft
Aveline,95,21418.537279942757,Amazon
Averil,57,16266.663607161401,Google
Averyl,66,43502.793023253034,Google
Avie,34,49345.268403406786,Amazon
Avis,37,17259.02504717483,Apple
Aviva,82,14665.034394858494,Google
Avivah,71,45829.40189695671,Amazon
Avril,67,25402.21979585872,Apple
Avrit,56,48064.627612910765,Amazon
Ayn,69,24768.49085578326,Google
Bab,69,29759.626695495037,Google
Babara,71,26913.964453665114,Amazon
Babb,98,44056.13049383991,Amazon
Babbette,17,21885.840901981548,Google
Babbie,70,18388.928706107054,Apple
Babette,75,42751.31174459333,Google
Babita,70,22992.499321051517,Google
Babs,64,17326.415023767808,Microsoft
Bambi,14,10965.936506976854,Amazon
Bambie,50,44896.449632097574,Google
Bamby,82,34599.46504017094,Google
Barb,75,13188.536093745524,Amazon
Barbabra,25,13853.110085241417,Apple
Barbara,58,45358.435518815124,Apple
Barbara-Anne,24,41680.1242526148,Google
Barbaraanne,90,32952.01997004605,Google
Barbe,21,32812.36238528254,Google
Barbee,23,20142.10351807014,Apple
Barbette,27,37554.769254773026,Apple
Barbey,81,37844.179929927894,Google
Barbi,83,44329.264149155046,Apple
Barbie,69,43775.01840805038,Amazon
Barbra,67,42797.48260905073,Microsoft
Barby,56,15706.629801969502,Google
Bari,73,26384.761675779468,Amazon
Barrie,63,19029.93963872925,Amazon
Barry,66,16307.32861493191,Google
Basia,59,24597.99838573364,Microsoft
Bathsheba,53,20528.67149356391,Google
Batsheva,12,26363.046931385492,Apple
Bea,31,36572.30844420221,Amazon
Beatrice,58,47625.469431051824,Amazon
Beatrisa,34,37304.48614103017,Google
Beatrix,78,36221.01223773896,Google
Beatriz,28,38554.52874731718,Amazon
Bebe,61,48505.88583799213,Amazon
Becca,69,46020.39042620634,Amazon
Becka,67,44752.798855862966,Apple
Becki,45,49945.384436914406,Apple
Beckie,57,49114.95972569538,Google
Becky,46,27556.656953147794,Apple
Bee,47,49594.90005081921,Amazon
Beilul,75,17609.8296743092,Amazon
Beitris,87,20790.938425684508,Microsoft
Bekki,64,35344.92310340916,Amazon
Bel,58,37281.520305444414,Apple
Belia,81,30859.14332012074,Amazon
Belicia,61,10416.916509011944,Apple
Belinda,69,44850.1673832479,Amazon
Belita,28,27464.026240657735,Amazon
Bell,36,32761.923080026078,Microsoft
Bella,63,10313.75015649036,Apple
Bellanca,22,35831.49572937813,Microsoft
Belle,82,11506.817916454696,Apple
Bellina,39,44023.31084871187,Google
Belva,29,27733.39061235045,Apple
Belvia,17,44353.183572319416,Apple
Bendite,39,14159.553527200716,Apple
Benedetta,18,26032.81172518791,Apple
Benedicta,50,15250.232290283795,Microsoft
Benedikta,14,42962.71433634446,Google
Benetta,99,16888.505150018238,Apple
Benita,36,20501.355139827974,Amazon
Benni,91,27605.90005322424,Apple
Bennie,86,17647.879942201842,Google
Benny,16,30082.616944150148,Microsoft
Benoite,46,42678.56042175679,Google
Berenice,55,13570.70297045217,Microsoft
Beret,98,29130.31668550625,Google
Berget,23,28732.65453798516,Google
Berna,37,13461.490082879081,Apple
Bernadene,53,33142.809727667365,Google
Bernadette,97,13748.157279249579,Apple
Bernadina,83,12314.641900346425,Microsoft
Bernadine,67,32776.48362451036,Microsoft
Bernardina,24,10913.990050597335,Microsoft
Bernardine,61,35625.79998631326,Amazon
Bernelle,45,34491.61136413549,Google
Bernete,68,42435.9717249136,Apple
Bernetta,92,35688.604619317746,Google
Bernette,89,47024.10836157672,Apple
Berni,21,31880.481664657975,Apple
Bernice,93,41242.496102699064,Amazon
Bernie,74,14450.312266909325,Microsoft
Bernita,26,27709.65659693956,Google
Berny,77,23513.707742160506,Microsoft
Berri,96,18432.450527824054,Google
Berrie,50,25528.80804095466,Apple
Berry,40,16876.967539557598,Amazon
Bert,41,33758.152053402,Google
Berta,79,23622.40039161835,Google
Berte,47,31326.67484923821,Microsoft
Bertha,36,22602.975051750804,Amazon
Berthe,65,31336.440042790022,Microsoft
Berti,63,12241.122873358425,Microsoft
Bertie,63,25224.29478509028,Google
Bertina,18,14008.294537338308,Google
Bertine,63,35728.884623919526,Amazon
Berty,70,15000.842553640821,Microsoft
Beryl,22,40288.53309824829,Apple
Beryle,69,10245.150201516204,Apple
Bess,15,39616.849525634374,Microsoft
Bessie,98,18281.434281613598,Apple
Bessy,86,19168.747421087435,Google
Beth,23,38127.15779328728,Google
Bethanne,11,12161.27466321269,Apple
Bethany,74,29371.6965374946,Apple
Bethena,18,15071.480585282778,Apple
Bethina,70,36661.464282520436,Amazon
Betsey,10,22792.861081482864,Apple
Betsy,86,16332.082189327379,Google
Betta,98,42963.00591342642,Apple
Bette,64,41939.04167911965,Microsoft
Bette-Ann,15,18823.25034166228,Google
Betteann,60,36813.62565265658,Apple
Betteanne,15,48156.70328337105,Microsoft
Betti,56,29784.274057652103,Amazon
Bettina,71,42569.32977539383,Apple
Bettine,17,23488.07045562244,Apple
Betty,37,26200.067441266423,Amazon
Bettye,41,26260.253942482756,Apple
Beulah,63,44815.62829387422,Google
Bev,43,15814.566844508721,Google
Beverie,32,33483.95241170464,Microsoft
Beverlee,11,37571.5625673684,Apple
Beverley,28,21322.543241783933,Apple
Beverlie,69,38688.56373954194,Google
Beverly,28,32254.473182879527,Apple
Bevvy,25,41101.56456727169,Amazon
Bianca,60,47721.00434841474,Google
Bianka,57,48088.89314166053,Apple
Bibbie,60,16715.79250119844,Amazon
Bibby,51,38266.61119721511,Microsoft
Bibbye,14,35516.93170801432,Apple
Bibi,94,32159.294811099768,Google
Biddie,99,28669.846991729803,Microsoft
Biddy,15,37564.83540913848,Google
Bidget,47,38061.71993255534,Google
Bili,26,33231.000855155275,Apple
Bill,16,11646.860476139587,Apple
Billi,69,12642.522883641863,Apple
Billie,70,20227.733399658224,Google
Billy,21,22113.266681697532,Apple
Billye,72,11738.321833705724,Microsoft
Binni,73,45396.38819174102,Amazon
Binnie,30,49160.66568878599,Microsoft
Binny,20,10549.071834568413,Apple
Bird,91,11351.902094306899,Apple
Birdie,90,18075.36736397592,Microsoft
Birgit,75,25863.372766388704,Amazon
Birgitta,84,11053.516622722736,Apple
Blair,39,38865.61563402305,Microsoft
Blaire,48,41040.86217456848,Amazon
Blake,72,38498.664915380185,Amazon
Blakelee,40,45422.76361920345,Microsoft
Blakeley,71,12666.322434632948,Amazon
Blanca,79,14289.690915200463,Apple
Blanch,54,18181.285870626096,Amazon
Blancha,91,44021.66875899576,Apple
Blanche,16,12315.499853886948,Apple
Blinni,26,41039.30460754088,Google
Blinnie,12,16662.188533003864,Google
Blinny,39,47528.573915091685,Google
Bliss,61,42593.009920257486,Microsoft
Blisse,16,40620.131387054935,Apple
Blithe,61,22690.96319288261,Apple
Blondell,30,21136.04379599636,Amazon
Blondelle,97,27927.412610664156,Amazon
Blondie,39,45615.2551179858,Amazon
Blondy,67,29975.153428371894,Google
Blythe,15,18276.629553792372,Google
Bobbe,28,25229.176824532093,Apple
Bobbee,92,34632.902729798574,Microsoft
Bobbette,88,24537.942109780866,Apple
Bobbi,74,26763.071939046793,Microsoft
Bobbie,38,32400.965324095163,Apple
Bobby,28,27292.568039259782,Google
Bobbye,23,32908.5537907814,Amazon
Bobette,17,34802.6550063728,Google
Bobina,37,17806.970681429877,Microsoft
Bobine,12,31950.890120178192,Microsoft
Bobinette,53,44962.50767577823,Amazon
Bonita,20,27665.74805908303,Microsoft
Bonnee,87,22741.097980552688,Microsoft
Bonni,79,49388.71743534001,Microsoft
Bonnibelle,95,16361.668649852254,Google
Bonnie,33,47858.863754030965,Microsoft
Bonny,68,34441.60580640783,Amazon
Brana,98,17126.11243536057,Google
Brandais,94,25426.856912361905,Amazon
Brande,27,42472.89930307242,Google
Brandea,47,31457.621567063616,Amazon
Brandi,93,49227.349990302704,Microsoft
Brandice,58,47908.610429488406,Amazon
Brandie,11,20947.52311839204,Amazon
Brandise,73,46180.763686734426,Google
Brandy,54,25403.29168825443,Google
Breanne,14,40504.45990377272,Apple
Brear,35,14812.9890045248,Amazon
Bree,59,31112.91439000642,Amazon
Breena,24,30913.814125736495,Apple
Bren,28,10103.949083716821,Apple
Brena,27,28040.95403235763,Google
Brenda,21,35949.00995721385,Apple
Brenn,26,25218.290644330737,Google
Brenna,28,10625.384525928133,Microsoft
Brett,59,32456.236926921832,Microsoft
Bria,42,21811.502783574113,Apple
Briana,70,22517.439157680747,Amazon
Brianna,95,32941.16858279071,Google
Brianne,86,17231.69340675112,Amazon
Bride,88,36980.98953531828,Amazon
Bridget,65,41275.16091557532,Apple
Bridgette,80,15771.327942368895,Amazon
Bridie,28,24808.777609348897,Amazon
Brier,66,15225.295605123805,Microsoft
Brietta,25,42504.2961343925,Microsoft
Brigid,59,26557.71028276984,Apple
Brigida,59,37656.59517677598,Google
Brigit,80,13337.128260149873,Microsoft
Brigitta,31,28045.557089241232,Amazon
Brigitte,38,41214.10172634387,Google
Brina,65,41102.62999262031,Google
Briney,78,38748.20749285135,Apple
Brinn,90,10264.194198976098,Apple
Brinna,28,10280.34117150148,Amazon
Briny,15,17038.5979815534,Amazon
Brit,66,11095.619000521167,Microsoft
Brita,70,13534.26067715109,Apple
Britney,33,36391.327153902545,Amazon
Britni,16,21625.20635366981,Amazon
Britt,46,13373.928660006259,Google
Britta,67,25575.67600666402,Amazon
Brittan,37,24104.60957084175,Apple
Brittaney,55,27189.920361571887,Amazon
Brittani,25,18814.4137220416,Amazon
Brittany,60,43154.571529379245,Google
Britte,62,18013.087229086435,Microsoft
Britteny,68,24332.130448241616,Apple
Brittne,62,48890.58782399129,Google
Brittney,85,11852.740112762516,Apple
Brittni,12,18702.132546528752,Microsoft
Brook,32,24820.439739521462,Microsoft
Brooke,75,25856.993220010987,Google
Brooks,63,23557.30662376221,Amazon
Brunhilda,79,38493.28513155486,Apple
Brunhilde,41,39187.10689674561,Google
Bryana,69,29986.062766306248,Apple
Bryn,92,48017.05773535261,Microsoft
Bryna,95,10049.461810316287,Apple
Brynn,34,24994.982392720634,Apple
Brynna,30,17175.654783470804,Google
Brynne,89,16257.171325647738,Microsoft
Buffy,65,10799.456541805923,Google
Bunni,60,12572.585785291363,Microsoft
Bunnie,69,16857.682439471493,Google
Bunny,56,43839.42521980494,Microsoft
Cacilia,95,34772.28577682466,Amazon
